(before tonight's games)  Player | FGA | PTS ------------|---|--- Caris LeVert | 120 | 116 Dillon Brooks | 119 | 118 Markelle Fultz | 104 | 103 Kelly Oubre Jr. | 101 | 84 Devonte' Graham | 99 | 80 Bojan Bogdanović | 94 | 94 Cole Anthony | 76 | 69 Gary Harris | 61 | 56 J.J. Redick | 55 | 49 LaMarcus Aldridge | 54 | 50 Tyus Jones | 54 | 50 Al Horford | 53 | 53 Aaron Holiday | 51 | 46 Tyrese Maxey | 49 | 46 Killian Hayes | 47 | 32 Ish Smith | 46 | 42 Aron Baynes | 45 | 37 Michael Carter-Williams | 44 | 36 Juan Hernangómez | 44 | 44 Derrick Jones Jr. | 44 | 42 Sekou Doumbouya | 39 | 38 Markieff Morris | 31 | 31 James Johnson | 29 | 26 Kendrick Nunn | 29 | 26 Jevon Carter | 28 | 22 Grayson Allen | 27 | 25 Brandon Goodwin | 27 | 26 Anfernee Simons | 27 | 26 Dante Exum | 26 | 23 DeMarcus Cousins | 24 | 23 Furkan Korkmaz | 24 | 18 Aleksej Pokusevski | 21 | 5 Mike Scott | 21 | 21 Terance Mann | 20 | 12 Matisse Thybulle | 19 | 18 Frank Kaminsky | 18 | 17 Lamar Stevens | 18 | 18 Kenrich Williams | 18 | 15 Ed Davis | 17 | 13 Jordan McLaughlin | 17 | 16 Chris Chiozza | 16 | 15 Chandler Hutchison | 16 | 13 Dean Wade | 16 | 12 Gary Clark | 15 | 12 Carsen Edwards | 15 | 13 Jerome Robinson | 15 | 15 Marquese Chriss | 14 | 13 Rodney Hood | 14 | 11 Drew Eubanks | 13 | 9 Nicolò Melli | 13 | 11 Amir Coffey | 12 | 12 De'Anthony Melton | 12 | 8 Aaron Nesmith | 12 | 8 Obi Toppin | 12 | 9 Malachi Flynn | 11 | 0 Draymond Green | 11 | 10 Stanley Johnson | 11 | 7 Adam Mokoka | 11 | 8 Georges Niang | 11 | 8 Bruno Caboclo | 10 | 6 Tremont Waters | 10 | 9 Mfiondu Kabengele | 9 | 5 Derrick White | 9 | 9 Josh Hall | 8 | 3 Elijah Hughes | 8 | 8 Kelan Martin | 8 | 2 Reggie Perry | 8 | 7 Robert Woodard | 8 | 6 Tony Bradley | 7 | 4 Kira Lewis Jr. | 7 | 4 Sean McDermott | 7 | 7 Yuta Watanabe | 7 | 6 Keljin Blevins | 6 | 2 Maurice Harkless | 6 | 3 Trey Lyles | 6 | 5 KZ Okpala | 6 | 5 Cody Zeller | 6 | 6 CJ Elleby | 5 | 4 Isaiah Joe | 5 | 2 Saben Lee | 5 | 4 Miye Oni | 5 | 3 Luka Šamanić | 5 | 4 Dennis Smith Jr. | 5 | 4 Jalen Smith | 5 | 4 Tyrell Terry | 5 | 2 Brodric Thomas | 5 | 5 Dylan Windler | 5 | 3 Bol Bol | 4 | 0 Devon Dotson | 4 | 4 Karim Mané | 4 | 2 Garrison Mathews | 4 | 3 Ty-Shon Alexander | 3 | 0 Terrance Ferguson | 3 | 0 Damian Jones | 3 | 2 Rodions Kurucs | 3 | 3 Darius Miller | 3 | 3 Theo Pinson | 3 | 0 Kostas Antetokounmpo | 2 | 0 Mo Bamba | 2 | 0 DeAndre' Bembry | 2 | 2 Vernon Carey Jr. | 2 | 0 R.J. Hampton | 2 | 2 Luke Kornet | 2 | 2 Nico Mannion | 2 | 0 Sindarius Thornwell | 2 | 2 Jaylen Adams | 1 | 0 Vlatko Čančar | 1 | 0 Torrey Craig | 1 | 0 Cristiano Felício | 1 | 0 Willy Hernangómez | 1 | 1 Nate Hinton | 1 | 0 Markus Howard | 1 | 0 Skylar Mays | 1 | 0 Malik Monk | 1 | 1 E'Twaun Moore | 1 | 0 Juwan Morgan | 1 | 0 Zeke Nnaji | 1 | 0 Anžejs Pasečņiks | 1 | 0 Paul Watson | 1 | 0 Keita Bates-Diop | 0 | 0 Deividas Sirvydis | 0 | 0 Edmond Sumner | 0 | 0
Keita Bates-Diop?
"Keita Bates-Diop, without question."
"We're missing Keldon Johnson, Derrick White, Rudy Gay, and Devin Vassell. We've been having to play Trey Lyles, Luka Samanic, and Keita Bates-Diop significant minutes and they normally don't play."
"You mean the season he had 59 game of jimmy butler or the one where he had 10?  Yeah the 2018-19 season he had a cool 48 games with roco that was fun. Jared bayless started a few games for us back then because Rose and tyus was hurt. Keita bates diop and Cam Reynalds also played a shit ton of rotational minutes for us. All this time Andrew Wiggins was his co star, the warriors are 16-15 with Wiggins as curry’s co star and way better roster talent than what ever Kat has had"
Keita bates diop 50 bomb incoming
"if their was more time left we wouldn’t be playing Keita Bates-Diop, Quinndary Weatherspoon, Trey Lyles, Lonnie Walker, and Drew Eubanks if they had a real chance to comeback lol"
He's not Keita Bates Diop
Keita Bates-Diop
Keita bates diop imo
I actually went and looked if either team had Keita Bates-Diop on their team.
"We do have Keita ""we really need to come up with a nickname for you"" Bates Diop, but he can't win with this cats"
Hyphenated last names are the new market inequality.  Shai Gilgeous-Alexander  Talen Horton-Tucker  Keita Bates-Diop  Nickeil Alexander-Walker  Wardell Stephen James-Curry
"I dont think they should trade Clarkson, as he proved to be basically their entire bench production several times.  However, the Jazz are pretty much tied up cap-wise. I'd say, chase long 3&amp;D wings: Keita Bates Diop and Torrey Craig types. Otto Porter would be nice but hes injured too much and will still be expensive I think."
"&gt;He was lethargic, lacked drive, made idiotic plays and was generally just a negative any time he was on the court.   So how was he better than MPJ?   &gt;Yet he managed to turn it around with the warriors, posting season high in fg% and 3PT% while playing great defense. He played smarter then he ever has, it’s not a coincidence that this is happening because of a change of team, it’s also a change of management and leadership.  He has better looks due to playing with Curry and has Draymond to guide him on defence other than that little has changed with Wiggins. Watching him brick that shot to advance into the playoffs was proof enough.  &gt;KAT lacks what it takes to be the 1st option on a winning team, the only time he was apart of one was when Butler came in as the head honcho.  Yeah man him not being able to win with Jordan Bell and Treveon Graham and Keita Bates Diop is proof that he lacks what it takes!"
"I dont think he is the biggest bust. I just dont agree with your point that being drafted by Timberwolves can affect the development. Especially during last 2 years, we did not really compete so we played a lot of young players on different positions and gave them a lot of chances. Naz Reid, McLaughlin (forgot about him btw), Keita Bates Diop, Kelan Martin came from G-League during Culver’s first season and all of them were better than him. Vanderbilt was in G League last year but finished the season as starter. I agree, sometime for a player is better to be a part of competitive team to develop. But do think that lack of playing time is more beneficial for players like Toppin or Smith (from Phoenix)?   EVERYONE from the players I mentioned has shown progress. Culver is still the same player he was out of college, but with confidence issues. Culver was given time on the court ONLY because he was 6th overall pick, and he played himself out of rotation.  Edit: McDaniels is a good example. Do you think had he stayed in Lakers he would have been better? Im pretty sure he is very happy to be in Timberwolves because he was actually given chances and used them very well, now he is a big part of the core and people dont want to trade him for Simmons."
"Dejounte Murray, Devin Vassell, Doug McDermott, Keldon Johnson, Jakob Poeltl.   Derrick White, Josh Primo, Lonnie Walker, Thad Young, Zach Collins.  Tre Jones, Da'Quan Jeffries, Keita Bates-Diop, Luka Samanic, Jock Landale"
Keita Bates-Diop means nothing to you huh?
Hyphenated last names are the new market inequality.  Shai Gilgeous-Alexander  Talen Horton-Tucker  Keita Bates-Diop  Nickeil Alexander-Walker  Wardell Stephen James-Curry
Keita Bates Diop is nowhere near a big enough name to have his initials as an acronym
keita bates diop by the spurs season
What really sucked was Keita Bates-Diop had an easy putback on Dejounte's missed game winner but Jakob tipped it out of his hands
"Keita Bates Diop was going to be the next KD, he can’t even be the next benchwarmer"
"BULLSHIT. Hindsight is everything. If you believe that shit I got a fucking bridge in Brooklyn you can buy from me.    Look at the guys he drafted: Kris Dunn, Josh Okogie, Keita Bates Diop, Josh Patton, the dude when given full control doesnt know shit."
i don't know man. i actually rated him highly because he have shown flashes when he was playing last season and we need a modern forward but he's getting out played by keita bates diop and fucking aminu out of all people. for a third year 19th pick that's not good enough.
