(before tonight's games)  Player | FGA | PTS ------------|---|--- Caris LeVert | 120 | 116 Dillon Brooks | 119 | 118 Markelle Fultz | 104 | 103 Kelly Oubre Jr. | 101 | 84 Devonte' Graham | 99 | 80 Bojan Bogdanović | 94 | 94 Cole Anthony | 76 | 69 Gary Harris | 61 | 56 J.J. Redick | 55 | 49 LaMarcus Aldridge | 54 | 50 Tyus Jones | 54 | 50 Al Horford | 53 | 53 Aaron Holiday | 51 | 46 Tyrese Maxey | 49 | 46 Killian Hayes | 47 | 32 Ish Smith | 46 | 42 Aron Baynes | 45 | 37 Michael Carter-Williams | 44 | 36 Juan Hernangómez | 44 | 44 Derrick Jones Jr. | 44 | 42 Sekou Doumbouya | 39 | 38 Markieff Morris | 31 | 31 James Johnson | 29 | 26 Kendrick Nunn | 29 | 26 Jevon Carter | 28 | 22 Grayson Allen | 27 | 25 Brandon Goodwin | 27 | 26 Anfernee Simons | 27 | 26 Dante Exum | 26 | 23 DeMarcus Cousins | 24 | 23 Furkan Korkmaz | 24 | 18 Aleksej Pokusevski | 21 | 5 Mike Scott | 21 | 21 Terance Mann | 20 | 12 Matisse Thybulle | 19 | 18 Frank Kaminsky | 18 | 17 Lamar Stevens | 18 | 18 Kenrich Williams | 18 | 15 Ed Davis | 17 | 13 Jordan McLaughlin | 17 | 16 Chris Chiozza | 16 | 15 Chandler Hutchison | 16 | 13 Dean Wade | 16 | 12 Gary Clark | 15 | 12 Carsen Edwards | 15 | 13 Jerome Robinson | 15 | 15 Marquese Chriss | 14 | 13 Rodney Hood | 14 | 11 Drew Eubanks | 13 | 9 Nicolò Melli | 13 | 11 Amir Coffey | 12 | 12 De'Anthony Melton | 12 | 8 Aaron Nesmith | 12 | 8 Obi Toppin | 12 | 9 Malachi Flynn | 11 | 0 Draymond Green | 11 | 10 Stanley Johnson | 11 | 7 Adam Mokoka | 11 | 8 Georges Niang | 11 | 8 Bruno Caboclo | 10 | 6 Tremont Waters | 10 | 9 Mfiondu Kabengele | 9 | 5 Derrick White | 9 | 9 Josh Hall | 8 | 3 Elijah Hughes | 8 | 8 Kelan Martin | 8 | 2 Reggie Perry | 8 | 7 Robert Woodard | 8 | 6 Tony Bradley | 7 | 4 Kira Lewis Jr. | 7 | 4 Sean McDermott | 7 | 7 Yuta Watanabe | 7 | 6 Keljin Blevins | 6 | 2 Maurice Harkless | 6 | 3 Trey Lyles | 6 | 5 KZ Okpala | 6 | 5 Cody Zeller | 6 | 6 CJ Elleby | 5 | 4 Isaiah Joe | 5 | 2 Saben Lee | 5 | 4 Miye Oni | 5 | 3 Luka Šamanić | 5 | 4 Dennis Smith Jr. | 5 | 4 Jalen Smith | 5 | 4 Tyrell Terry | 5 | 2 Brodric Thomas | 5 | 5 Dylan Windler | 5 | 3 Bol Bol | 4 | 0 Devon Dotson | 4 | 4 Karim Mané | 4 | 2 Garrison Mathews | 4 | 3 Ty-Shon Alexander | 3 | 0 Terrance Ferguson | 3 | 0 Damian Jones | 3 | 2 Rodions Kurucs | 3 | 3 Darius Miller | 3 | 3 Theo Pinson | 3 | 0 Kostas Antetokounmpo | 2 | 0 Mo Bamba | 2 | 0 DeAndre' Bembry | 2 | 2 Vernon Carey Jr. | 2 | 0 R.J. Hampton | 2 | 2 Luke Kornet | 2 | 2 Nico Mannion | 2 | 0 Sindarius Thornwell | 2 | 2 Jaylen Adams | 1 | 0 Vlatko Čančar | 1 | 0 Torrey Craig | 1 | 0 Cristiano Felício | 1 | 0 Willy Hernangómez | 1 | 1 Nate Hinton | 1 | 0 Markus Howard | 1 | 0 Skylar Mays | 1 | 0 Malik Monk | 1 | 1 E'Twaun Moore | 1 | 0 Juwan Morgan | 1 | 0 Zeke Nnaji | 1 | 0 Anžejs Pasečņiks | 1 | 0 Paul Watson | 1 | 0 Keita Bates-Diop | 0 | 0 Deividas Sirvydis | 0 | 0 Edmond Sumner | 0 | 0
Keita Bates-Diop reminds me of a worse version of Bagley
Sometimes I forgot we’re tanking but then I see Keita Bates-Diop starting and remember to trust the process
Keita Bates Diop
Are you telling me you think Keita Bates-Diop is the third best clutch player in the league?
Bruh I think we got a Keita bates diop and jock landale for free. I’d take both over bazemore.
"&gt;  jaden mcdaniels looks like the steal of the 2020 draft and was the best defensive rookie in the league as the 28th pick.  IQ was picked 3 picks before him and hes been better  desmond bane was picked 2 picks after him and outplayed him last night   &gt;naz reid was undrafted and has become one of the most underrated backup centres in the league, and he’s one of the best 3pt shooting centres too.  actually agree with all of this will always endorse naz reid would love to have him on the hornets  &gt;okogie at 20 wasnt a world beater but getting a solid rotation player there is still a win.   he's not a rotation player? more of a sporadic player, on one of the worst teams in the league. not to mention offensively non existent?  &gt;he traded roco, keita bates diop, and some scrubs (vonleh, napier, bell) for malik beasley, jarred vanderbilt, and a first round pick.   roco is the best piece in this trade if the goal is to win basketball games  &gt;youre judging a GM on win percentage? thats straight up idiotic. i guess neil olshey is a better GM than sam presti, or kleiman in memphis, or rosas just because he won more games? fuck no.  you act as if all gm situation are created equal and all of those guys traded away a first round pick the next year basically saying ""we are competing"" then won 23 games, thats remarkable incompetence  and his encore roster looks like it might win 20-25 again  and last i checked the objective was to win games and his tenure not only put the wolves nowhere near doing that, it put them farther away   that is why it is fair to judge him on win percentage when not only did he sabotage their future he managed to sabotage their present as well"
"yes youre missing everything good he did lmfao. jaden mcdaniels looks like the steal of the 2020 draft and was the best defensive rookie in the league as the 28th pick. naz reid was undrafted and has become one of the most underrated backup centres in the league, and he’s one of the best 3pt shooting centres too. okogie at 20 wasnt a world beater but getting a solid rotation player there is still a win. he traded roco, keita bates diop, and some scrubs (vonleh, napier, bell) for malik beasley, jarred vanderbilt, and a first round pick. he overpaid juancho a little bit (but $7 mil a year is certainly not horrible), but then flipped him and culver for beverly, which significantly improves guard depth, experience, and defence to replace rubio while giving up two players who barely belong in the league and no picks.   rubio trade was bad, yes. dlo in minnesota is significantly better than wiggins was in minnesota, and theres a very good chance kat wouldve already demanded a trade if dlo wasnt there. it was worth it just for keeping kat happy if nothing else.   youre judging a GM on win percentage? thats straight up idiotic. i guess neil olshey is a better GM than sam presti, or kleiman in memphis, or rosas just because he won more games? fuck no. the wolves just have had horrible injury luck the last two years, that’s no fault of the GMs and its really stupid to judge him on that."
"I would move Lonnie and Zach Collins to Uncertain and Keita Bates-Diop to lock in. Bates-Diop is under contract next year for 1.5M so no reason to move on from him when he's shown flashes of being a decent contributor. If Lonnie doesn't show significant improvement and gets a decent offer, there's a very real chance we let him walk next offseason. If Collins looks like he won't recover from his injuries well, we probably waive him since his contract is barely guaranteed after this season."
  **Spurs @ Pacers**  [](/SAS) **118 -  131** [](/IND)  **Box Scores: [NBA](http://www.nba.com/games/20211101/SASIND#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/san-antonio-spurs-indiana-pacers-2021110111)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |San Antonio Spurs|33|23|27|35|118| |Indiana Pacers|43|35|31|22|131|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |San Antonio Spurs|118|47-89|52.8%|14-28|50.0%|10-14|71.4%|8|36|34|9|6|16|4| |Indiana Pacers|131|52-91|57.1%|18-38|47.4%|9-12|75.0%|10|39|37|19|11|14|4|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |San Antonio Spurs|**16** Dejounte Murray|**7** Keita Bates-Diop|**7** Derrick White| |Indiana Pacers|**24** Domantas Sabonis|**13** Domantas Sabonis|**10** T.J. McConnell|
Keita Bates-Diop
