"That seems like a crazy good defensive lineup.   Jrue Holiday, top-tier guard defender  Donte DiVincenzo, apparently a decent perimeter defender  Kris Middleton, great wing defender  Giannis Antetokounmpo, reigning DPOY  Brook Lopez, elite paint protector  How does anyone ever score on them? Hopefully I'll see tonight, lol."
donte divincenzo
"Buying- De'Andre Hunter, has been great for the hawks 17/5/2 on 52/36/87 splits. love watching him play.  Selling- Donte Divincenzo, had a good start but has slowed down quite a bit. 9/4/2 on 42/30/83 starting to get salty about the Bogdan trade not working.  Hold- Tyrell Terry. my favorite prospect going into the draft. Hasn't really gotten any playing time since he's behind luka, Brunson and burke."
Would you take Brook Lopez (friendly contract) and Donte Divincenzo (next white guy leaper) and Bucks legend DJ Wilson?
"which is really useful tbf, but only if you look at it properly under that context  like we know Robert Covington isn’t a top 10 player in the league, but when he (or like, Donte Divincenzo last year) pops up at the top of those kind of stats, it’s good indicator that they’re succeeding really well at their role"
"I feel dumb - is there a reason why certain players don't show up on the position-specific lists? Haven't checked any other players but I noticed that Donte DiVincenzo and Khris Middleton are in the top 30 overall, but not listed on any of the lists by position.  Edit: Lowry, Lillard, Conley, etc. missing from the PG list."
"&gt; FG% says a lot about your shot selection.  I honestly disagree. FG% weighs all field goal attempts equally even though 3s are worth more than 2s. So even if you are shooting 3s at a great percentage, your overall FG% goes down because FG% just combines all shots together.   &gt;There are no players that only take 3s  Well yes of course, but it still is a problem to use FG% when it doesn't account for the extra point that you get for making a 3 pointer. Just to give a few examples Steph Curry, Tim Hardaway Jr., Mike Conley, and Donte DiVincenzo (all players with pretty differing playstyles btw) have a below league average FG% (46%), but an above average eFG% (53.2%).  I recommend that you please watch [this video](https://youtu.be/awL65UyXmA8) so you can understand what i mean"
"That's not an assumption. Donte Divincenzo is better at basketball than Della Donne. They play in different leagues, against different competition -- she is better than he is relative to the competition they face, but none of these smoothbrains downvoting me honestly think she is better at basketball if they were in a gym alone."
"But the ones you think of all the time are in the 40s.  That's a pretty big gulf.  Jason Richardson, Zach LaVine, Spud Webb - 46 inches  Jordan, Wilt - 46/48 inches (conflicting reports for Jordan)  Oladipo, Donte DiVincenzo - 42 inches  Muggsy Bogues, Pat Connaughton - 44 inches"
"&gt;He makes no money..impossible to trade for anyone significant.  That's not quite true.  I'm not saying that this is a sensible trade, but just for example, he could be traded for 2 years of Donte DiVincenzo straight up.  Or Matisse Thybulle and 3 years of his contract.  His salary would fit with trading for Alex Len, if the Lakers decided they do need an actual backup center.  There aren't many players making sub $3M, but there are a few interesting ones -- Caruso included."
