"2019 Draft Class sorted by Points Per Game, Top Ten.  2019 Draft Class||||||||||||| :--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| Name|Pick|g|m/g|p/g|3/g|r/g|a/g|s/g|b/g|fg%|ft%|to/g Zion Williamson|2019(Pick 1)|18|32.8|23.5|0.2|7.6|2.3|1.1|0.7|.581|.677|2.7 Ja Morant|2019(Pick 2)|7|27.9|20.7|0.9|2.1|7.7|1.0|0.4|.539|.806|3.3	 R.J. Barrett|2019(Pick 3)|22|36.0|17.8|1.0|6.5|3.3|0.8|0.2|.430|.758|2.0 De'Andre Hunter|2019(Pick 4)|18|32.2|17.2|1.7|5.4|2.2|0.9|0.5|.509|.877|1.4 Tyler Herro|2019(Pick 13)|13|34.0|17.0|1.7|6.5|4.2|0.5|0.2|.446|.786|2.9 Darius Garland|2019(Pick 5)|13|32.0|15.6|1.8|2.6|5.5|1.0|0.2|.444|.905|2.8 Coby White|2019(Pick 7)|19|33.9|15.4|2.3|4.8|5.7|0.4|0.1|.407|.867|2.7 Keldon Johnson|2019(Pick 29)|21|30.7|15.0|1.0|7.5|2.2|0.9|0.6|.483|.788|1.5 Brandon Clarke|2019(Pick 21)|15|28.6|13.6|0.6|6.1|1.7|1.1|0.7|.489|.567|0.7 Luguentz Dort|2019(Pick 20)|19|28.8|12.4|2.2|3.3|1.2|0.8|0.3|.433|.780|1.2"
"PG: Luka, Ja, Trae, De'Aaron Fox, a future player.  SG: Jaylen Brown. Devin Booker, Bradley Beal, Donovan Mitchell, Future player  SF: Jayson Tatum, De'Andre Hunter, Keldon Johnson, 2 future players  PF: Giannis, AD, Sabonis, John Collins, Kristaps Porzingis  C: Jokic, Embiid, Bam Adebayo, James Wiseman, a future player"
"Buying- De'Andre Hunter, has been great for the hawks 17/5/2 on 52/36/87 splits. love watching him play.  Selling- Donte Divincenzo, had a good start but has slowed down quite a bit. 9/4/2 on 42/30/83 starting to get salty about the Bogdan trade not working.  Hold- Tyrell Terry. my favorite prospect going into the draft. Hasn't really gotten any playing time since he's behind luka, Brunson and burke."
De'andre Hunter.
Jarrett Culver and De'Andre Hunter are rivals. Hunter's Virginia Cavaliers bested Culver's Texas Tech Red Raiders in the 2019 NCAA Division I Men's Basketball Championship Game.
"&gt;lauded for it's depth  It's not as deep as 2018 or 2019.  2019 had Zion, Ja, De'andre Hunter, Coby White, Hachimura, Garland, Reddish, Cam Johnson, Herro, NAW, Brandon Clarke, Paschall, THT, Matisse, PJ Washington, Kevin Porter Jr"
"From what I've noticed:   Coby White up to 6-5 from 6-4.  Wendell Carter up to 6-10 from 6-9.  BI up to 6-8 from 6-7.  DMitch down to 6-0 from 6-1.  De'Andre Hunter is now 6-8,   Dwight is back to 6-10,   Ben Simmons up to 6-11.   Shai gained an inch (6-6).    Melo down to 6-7.   Derrick Favors down to 6-8 from 6-9.  Surprisingly, Shaq Harrison stayed at 6-7. Mentioning bc he said that he was 6-4 when asked last year.  Kuzma now at 6-10 from 6-8.  Again, possible that I missed people, I only checked the ones that sounded different to me."
"Pelican received Lonzo, Brandon Ingram, Josh Hart, the draft rights to De'andre Hunter and 3 unprotected first round picks. That's a decent haul considering AD refused to play and let it be known that he only wanted to go to the Lakers."
| Player                   | TEAM | GP | eFG% | TS%  | FGA  | Pts/FG |  |--------------------------|------|----|------|------|------|--------|  | Damian Lillard           | POR  | 12 | 54.2 | 61.7 | 18.7 | 1.4    |  | De'Andre Hunter          | ATL  | 11 | 59.3 | 63.7 | 11.2 | 1.4    |  | Shai Gilgeous-Alexander  | OKC  | 12 | 56.9 | 61.4 | 15.1 | 1.4    |  | Zach LaVine              | CHI  | 12 | 59.1 | 63.4 | 19.8 | 1.4    |  | John Collins             | ATL  | 11 | 59.1 | 62.9 | 11.5 | 1.4    |  | Bradley Beal             | WAS  | 10 | 54.3 | 60.8 | 24.5 | 1.4    |  | Shake Milton             | PHI  | 10 | 55.9 | 61.4 | 11.1 | 1.4    |  | Goran Dragic             | MIA  | 8  | 59.0 | 63.4 | 10.4 | 1.4    |  | Khris Middleton          | MIL  | 13 | 62.0 | 65.5 | 15.4 | 1.4    |  | Jaylen Brown             | BOS  | 11 | 60.1 | 63.1 | 18.5 | 1.4    |  | Anthony Davis            | LAL  | 12 | 58.0 | 61.3 | 15.6 | 1.4    |  | DeMar DeRozan            | SAS  | 10 | 50.7 | 58.4 | 14.7 | 1.4    |  | Domantas Sabonis         | IND  | 12 | 57.9 | 60.6 | 15.8 | 1.4    |  | Devin Booker             | PHX  | 11 | 54.9 | 59.9 | 16.6 | 1.4    |  | Stephen Curry            | GSW  | 12 | 54.9 | 61.0 | 20.5 | 1.4    |  | Duncan Robinson          | MIA  | 10 | 61.5 | 63.7 | 10.0 | 1.4    |  | Trae Young               | ATL  | 11 | 44.3 | 55.2 | 16.7 | 1.4    |  | Zion Williamson          | NOP  | 10 | 54.7 | 57.2 | 15.9 | 1.4    |  | Jonas Valanciunas        | MEM  | 11 | 55.0 | 59.2 | 10.9 | 1.4    |  | Julius Randle            | NYK  | 13 | 54.3 | 58.9 | 17.0 | 1.4    |  | Collin Sexton            | CLE  | 8  | 58.5 | 61.9 | 18.4 | 1.4    |  | Luguentz Dort            | OKC  | 12 | 58.4 | 61.4 | 9.4  | 1.4    |  | Rui Hachimura            | WAS  | 7  | 52.9 | 57.7 | 10.0 | 1.4    |  | Terry Rozier             | CHA  | 13 | 58.8 | 61.5 | 14.5 | 1.4    |  | Kawhi Leonard            | LAC  | 11 | 53.7 | 59.4 | 18.5 | 1.4    |  | Kyrie Irving             | BKN  | 7  | 59.6 | 63.0 | 20.1 | 1.3    |  | Ben Simmons              | PHI  | 11 | 52.0 | 55.3 | 9.2  | 1.3    |  | LeBron James             | LAL  | 14 | 55.4 | 58.8 | 17.9 | 1.3    |  | Joe Harris               | BKN  | 13 | 65.7 | 65.5 | 10.8 | 1.3    |  | Jerami Grant             | DET  | 11 | 52.9 | 58.6 | 18.5 | 1.3    |  | Kyle Lowry               | TOR  | 10 | 52.9 | 58.5 | 14.0 | 1.3    |  | Brandon Ingram           | NOP  | 11 | 51.5 | 57.6 | 17.6 | 1.3    |  | Gordon Hayward           | CHA  | 12 | 55.6 | 60.2 | 16.5 | 1.3    |  | Cameron Johnson          | PHX  | 11 | 60.8 | 62.9 | 9.3  | 1.3    |  | Patty Mills              | SAS  | 12 | 60.3 | 62.8 | 10.9 | 1.3    |  | CJ McCollum              | POR  | 12 | 58.8 | 61.6 | 20.8 | 1.3    |  | OG Anunoby               | TOR  | 11 | 54.8 | 58.2 | 9.5  | 1.3    |  | Otto Porter Jr.          | CHI  | 11 | 54.4 | 59.2 | 9.4  | 1.3    |  | Mike Conley              | UTA  | 12 | 57.1 | 59.8 | 13.0 | 1.3    |  | Christian Wood           | HOU  | 9  | 57.9 | 59.5 | 17.6 | 1.3    |  | Eric Gordon              | HOU  | 7  | 53.9 | 59.0 | 10.9 | 1.3    |  | Tim Hardaway Jr.         | DAL  | 11 | 59.9 | 60.8 | 14.3 | 1.3    |  | Aaron Gordon             | ORL  | 11 | 54.8 | 56.4 | 11.5 | 1.3    |  | Luka Doncic              | DAL  | 10 | 51.4 | 56.0 | 21.1 | 1.3    |  | Deandre Ayton            | PHX  | 11 | 57.1 | 58.5 | 9.6  | 1.3    |  | Carmelo Anthony          | POR  | 11 | 50.0 | 56.6 | 9.3  | 1.3    |  | Keldon Johnson           | SAS  | 12 | 53.6 | 57.7 | 11.4 | 1.3    |  | De'Aaron Fox             | SAC  | 13 | 49.7 | 54.4 | 14.6 | 1.3    |  | Tobias Harris            | PHI  | 10 | 58.8 | 60.8 | 14.7 | 1.3    |  | Malcolm Brogdon          | IND  | 12 | 56.8 | 59.6 | 17.8 | 1.3    |  | Jordan Clarkson          | UTA  | 12 | 59.3 | 61.2 | 13.4 | 1.3    |  | Davis Bertans            | WAS  | 11 | 52.5 | 56.9 | 9.3  | 1.3    |  | Jamal Murray             | DEN  | 11 | 53.6 | 56.8 | 15.4 | 1.3    |  | Myles Turner             | IND  | 12 | 53.4 | 56.8 | 9.8  | 1.3    |  | Jayson Tatum             | BOS  | 10 | 55.6 | 58.8 | 21.3 | 1.3    |  | Serge Ibaka              | LAC  | 13 | 57.0 | 58.9 | 9.4  | 1.3    |  | Jrue Holiday             | MIL  | 13 | 55.7 | 58.4 | 12.2 | 1.2    |  | Terrence Ross            | ORL  | 11 | 51.1 | 56.3 | 12.5 | 1.2    |  | Malik Beasley            | MIN  | 11 | 53.9 | 57.4 | 16.3 | 1.2    |  | Nikola Vucevic           | ORL  | 12 | 56.8 | 58.6 | 17.7 | 1.2    |  | Kelly Olynyk             | MIA  | 9  | 59.2 | 59.7 | 9.7  | 1.2    |  | Jimmy Butler             | MIA  | 6  | 44.2 | 52.9 | 12.8 | 1.2    |  | Nickeil Alexander-Walker | NOP  | 9  | 56.5 | 58.7 | 9.4  | 1.2    |  | P.J. Washington          | CHA  | 13 | 48.1 | 53.2 | 10.4 | 1.2    |  | Tyler Herro              | MIA  | 10 | 52.4 | 55.7 | 14.3 | 1.2    |  | Marcus Smart             | BOS  | 10 | 46.0 | 52.3 | 10.1 | 1.2    |  | Pascal Siakam            | TOR  | 10 | 50.3 | 54.1 | 16.4 | 1.2    |  | John Wall                | HOU  | 7  | 50.0 | 54.4 | 15.4 | 1.2    |  | Eric Bledsoe             | NOP  | 10 | 53.2 | 55.4 | 9.4  | 1.2    |  | Chris Paul               | PHX  | 11 | 46.7 | 53.5 | 11.1 | 1.2    |  | Donovan Mitchell         | UTA  | 12 | 51.5 | 54.6 | 19.8 | 1.2    |  | Victor Oladipo           | IND  | 9  | 50.3 | 53.5 | 16.9 | 1.2    |  | Lonnie Walker IV         | SAS  | 12 | 52.1 | 54.7 | 12.1 | 1.2    |  | Marvin Bagley III        | SAC  | 13 | 49.3 | 51.3 | 10.9 | 1.2    |  | Fred VanVleet            | TOR  | 11 | 53.9 | 55.8 | 17.5 | 1.2    |  | Darius Garland           | CLE  | 6  | 54.0 | 56.0 | 14.7 | 1.2    |  | Andre Drummond           | CLE  | 12 | 47.5 | 49.8 | 16.5 | 1.2    |  | D'Angelo Russell         | MIN  | 11 | 51.5 | 53.7 | 17.7 | 1.2    |  | James Wiseman            | GSW  | 12 | 50.9 | 52.4 | 9.7  | 1.2    |  | Gary Harris              | DEN  | 10 | 52.2 | 54.3 | 9.1  | 1.2    |  | Andrew Wiggins           | GSW  | 12 | 49.7 | 52.9 | 15.3 | 1.2    |  | Josh Richardson          | DAL  | 8  | 49.5 | 53.7 | 11.9 | 1.2    |  | Coby White               | CHI  | 12 | 50.3 | 53.5 | 15.3 | 1.2    |  | Austin Rivers            | NYK  | 9  | 58.0 | 58.0 | 9.0  | 1.2    |  | Blake Griffin            | DET  | 8  | 47.9 | 51.3 | 11.8 | 1.2    |
De'Andre Hunter has been an absolute monster so far too
"Why would the Sixers ever trade Shake Milton? He's making 10 million less per year than Kennard.   I could see the Hawks trading Rondo, but definitely not for Luke Kennard when they already have...  * Trae Young * Bogdan Bogdanovic  * Kevin Huerter * Cam Reddish  * De'Andre Hunter * Kris Dunn  * Brandon Goodwin   ...to fill out their their ball-handling wing role. Also Rondo makes 10 million less per year as well."
I swear most of this sub doesn’t even watch NBA games. How are you going to name De'Andre Hunter from the Atlanta Hawks? You can make a case that he has been the second best player on the Atlanta Hawks so far.   Embarrassing post.
De'Andre Hunter  He’s not going to continue shooting this well. Cam Reddish already fell back to earth.  Good luck Hawks fans. Be humble next time.
Not sure about Luka but I can see a good chance that the following superstars stay:  * Trae Young * De'Andre Hunter * Cam Reddish * Bruno Fernando * Brandon Knight * Kevin Heurter * John Collins
  **Cavaliers @ Hawks**  [](/CLE) **96 -  91** [](/ATL)  **Box Scores: [NBA](http://www.nba.com/games/20210102/CLEATL#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/cleveland-cavaliers-atlanta-hawks-2021010201)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |Cleveland Cavaliers|25|19|26|26|96| |Atlanta Hawks|35|21|18|17|91|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |Cleveland Cavaliers|96|38-91|41.8%|7-29|24.1%|13-17|76.5%|15|46|19|21|10|15|2| |Atlanta Hawks|91|35-85|41.2%|11-32|34.4%|10-19|52.6%|15|48|22|20|9|20|5|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |Cleveland Cavaliers|**27** Collin Sexton|**11** Larry Nance Jr.|**6** Larry Nance Jr.| |Atlanta Hawks|**17** De'Andre Hunter|**16** Clint Capela|**10** Trae Young|
"Hm. Cam Reddish, De'Andre Hunter, Colin Sexton, Darius Garland, Nikola Vucevic and Markelle Fultz, respectively?"
"As long he gets meaningful playing time this season he has a chance to improve his sophomore season. Last year Darius Garland, Jaret Culver, De'Andre Hunter, and Cam Reddish were bad. This year they have positive impact on their team."
  **Hawks @ Nets**  [](/ATL) **114 -  96** [](/BKN)  **Box Scores: [NBA](http://www.nba.com/games/20210101/ATLBKN#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/atlanta-hawks-brooklyn-nets-2021010117)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |Atlanta Hawks|29|32|28|25|114| |Brooklyn Nets|23|29|21|23|96|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |Atlanta Hawks|114|43-93|46.2%|16-39|41.0%|12-14|85.7%|10|48|24|20|8|9|3| |Brooklyn Nets|96|35-86|40.7%|7-37|18.9%|19-23|82.6%|10|45|19|16|6|15|6|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |Atlanta Hawks|**23** De'Andre Hunter|**11** Clint Capela|**7** Trae Young| |Brooklyn Nets|**28** Kevin Durant|**11** Kyrie Irving|**4** Kevin Durant|
De'Andre Hunter
sed 's/De'Andre Hunter/Cam/g'
de'andre hunter
De'Andre Hunter
