"That’s okay, Bontemps also had this to say about us in the same article.  &gt; Young center Robert Williams III is shooting 75% from the field, which also happens to be the same percentage of his 28 shots that have come at the rim. Rookie Payton Pritchard has proved his draft report to be correct as a quality long-range shooter, but his inexperience as a creator has led to him being used most frequently alongside Teague, playing off the ball."
"It's honestly infuriating to me.  He got us a chip in '08. We then stayed competitive for a few years after that, and when PP and KG began to decline, he traded them for an insane haul of picks.  The two main complaints our sub seems to have are:   1. He doesn't always draft well - this is a weird take given that he went against the grain to draft JB and JT, who are absolute fucking studs, and drafted core pieces like Smart (and recently PP and Robert Williams III).   2. He hasn't gotten the right pieces in trades/FA for a chip - also an ice cold take, given that we had a roster of Kyrie, JB, JT, Hayward, Horford as our starters, with Baynes, Rozier, Morris on the bench. That team was destined for greatness. That's a fucking slaughterhouse of a team, and Kyrie decided to disappear, Hayward was injured, and chemistry was god-awful.   So Ainge then goes ahead and fixes those issues by getting Kemba instead of Kyrie, and letting Morris and Rozier go.   And the team then loses in game 7 of the ECF - in a weird ass season, played in a neutral site, with Hayward and Kemba both not 100%.   He has done everything right in my book, or at least way more good than bad."
  **Celtics @ Raptors**  [](/BOS) **126 -  114** [](/TOR)  **Box Scores: [NBA](http://www.nba.com/games/20210104/BOSTOR#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/boston-celtics-toronto-raptors-2021010428)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |Boston Celtics|23|38|39|26|126| |Toronto Raptors|32|14|35|33|114|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |Boston Celtics|126|41-84|48.8%|15-29|51.7%|29-34|85.3%|12|56|19|29|3|19|9| |Toronto Raptors|114|36-90|40.0%|13-37|35.1%|29-38|76.3%|8|37|20|26|13|10|4|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |Boston Celtics|**40** Jayson Tatum|**15** Robert Williams III|**8** Payton Pritchard| |Toronto Raptors|**35** Fred VanVleet|**8** Fred VanVleet|**5** Kyle Lowry|
Haha - we just can’t bond until after our game tonight! But for real I have followed Robert Williams III since college so I love it when he is doing good!
  **Celtics @ Pelicans**  [](/BOS) **115 -  120** [](/NOP)  **Box Scores: [NBA](http://www.nba.com/games/20210221/BOSNOP#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/boston-celtics-new-orleans-pelicans-2021022103)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**OT1**|**Total**| |:---|:--|:--|:--|:--|:--|:--| |Boston Celtics|30|33|24|21|7|115| |New Orleans Pelicans|28|19|27|34|12|120|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |Boston Celtics|115|39-98|39.8%|10-37|27.0%|27-34|79.4%|11|49|22|30|9|10|11| |New Orleans Pelicans|120|42-94|44.7%|11-36|30.6%|25-37|67.6%|12|52|22|24|5|13|7|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |Boston Celtics|**32** Jayson Tatum|**13** Robert Williams III|**9** Jaylen Brown| |New Orleans Pelicans|**33** Brandon Ingram|**13** Willy Hernangomez|**4** Zion Williamson|
Texas A&amp;M legend Robert Lee Williams III
"&gt; (Also, moderate homer alert but: Robert Williams III is for real)  Totally. It's good to see Brad give him more run, especially of late. Been a big fan of his.  (He's 10-2 in the starting lineup.)"
"[here's a graph of everybody in the NBA with more than 60 blocks or more than 80 steals](https://cdn.billmill.org/static/steals-blocks.png)  [here's the same players, but by steals and blocks per 100 possessions](https://cdn.billmill.org/static/stlrate-blkrate2.png) you can really see on this one how much of an outlier Thybulle is.  (Also, moderate homer alert but: Robert Williams III is for real)  made with my [nba stats tool](https://llimllib.github.io/nbastats/)"
1. Jokic 2. Steph 3. Zion 4. Robert Williams III 5. Chris Paul
Robert Williams III insanely athletic
Robert Williams III - no other names needed
"Jayson and Jaylen were absolutely not top-3 consensus picks tf?  Jaylen was #9 on the draft board and Tatum was around 5. Also Terry Rozier, Robert Williams III, Pritchard, etc.  They definitely deserve lots of credit."
There really aren’t many athletic centers in the league. The only one I can think of is Robert Williams III and he’s not leaving the Celtics ever I won’t allow it.
"Yeah, him and Robert Williams III have become intriguing players going forward - both seem likely entrenched in the starting line-up next year."
