 Jae'Sean Tate
Jae'Sean Tate and Christian Wood and nothing you make up will be believable.
"Don't think Blake Griffin would get that. Jae'Sean Tate just came over from the NBL, is starting on the Rockets and only got 4m per year.  Anyways I'm not really sure what you're arguing here when you've open admitted that you haven't seen the guy play."
"First Team: Lamelo Ball, Tyrese Haliburton, Immanuel Quickley, Patrick Williams, James Wiseman   Second Team: Cole Anthony, Desmond Bane, Anthony Edwards, Devin Vassell, Jae'Sean Tate"
"If we go by who actually contribute to winning some guys might not even deserve to be on one of those 2 teams, like you can easily argue that guys like Jae'Sean Tate or Xavier Tillman helps a team more than Wiseman or Edwards right now, but all rookie teams are more about PPG than any other thing at this point fairly or not"
It just means Jae'sean Tate needs to grow a big ass beard
"I think Jae'Sean Tate should be way higher, I know that the ROY is basically a ""PPG"" award but he is a way better player than some of the guys higher than him"
Jae'Sean Tate for MVP!
"He's still great.  in no order OG Anunoby, Mikal Bridges, Marcus Smart (yeah he's a wing and a guard at the same time), Simmons, Jae'Sean Tate, Lebron, Dort, Butler, and him would be my top 9, I just chose 9 because I just woke up and I'm sure I forgot somebody good."
  **Rockets @ Timberwolves**  [](/HOU) **129 -  107** [](/MIN)  **Box Scores: [NBA](http://www.nba.com/games/20210327/HOUMIN#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/houston-rockets-minnesota-timberwolves-2021032716)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |Houston Rockets|41|33|24|31|129| |Minnesota Timberwolves|29|19|30|29|107|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |Houston Rockets|129|50-92|54.3%|18-39|46.2%|11-13|84.6%|10|41|29|24|7|12|7| |Minnesota Timberwolves|107|36-85|42.4%|13-40|32.5%|22-28|78.6%|10|40|26|15|8|11|6|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |Houston Rockets|**25** Kevin Porter Jr.|**9** Jae'Sean Tate|**12** John Wall| |Minnesota Timberwolves|**27** Anthony Edwards|**15** Karl-Anthony Towns|**10** Ricky Rubio|
"""A player"" != ""Davis"".  That was an example to illustrate the point.  But if you cannot understand that, here's a more concrete illustration.  On [January 27th](https://www.basketball-reference.com/boxscores/202101270PHI.html), Davis went 0 for 3 from the arc, in a 1-point loss to the 76ers.  He also went 9 for 15 from inside the arc, so each of those missed threes was a gift to Philadelphia.  That's not even to mention the knock-on effects, such as how much hanging out at the arc reduces Davis' offensive rebounding utility.  There is no earthly reason why Anthony Davis should be down around 40th in the league in ORB%, barely ahead of Jae'Sean Tate."
It also took me way too long to realize Jae'Sean Tate was a player and not just the houston announcer pronouncing Jayson Tatum in a southern accent
"How is it this close?  The Rockets have played Kevin Porter Jr., Ben McLemore, Sterling Brown, Jae'Sean Tate, Justin Patton, Kenyon Martin Jr., Anthony Lamb, David Dwaba, and Mason Jones tonight...against the team with the best record in the league that's playing at full strength."
"Brunson is obvious, yeah? Mitchell Robinson seems obviously better. I'd rather have Devonte' Graham. Gary Trent is obvious. Bruce Brown seems obvious. I can see where you might not be a Jarred Vanderbilt guy, but I am. I love Melton. Hamidou Diallo is better. Shake is better. Duncan Robinson was part of that class and went undrafted. So were Kendrick Nunn and Jae'Sean Tate and Kenrich Williams."
"I thought I saw ""NBA.com Rookie Ladder Top 5"" Jae'Sean Tate playing though..."
Jae'sean Tate
More like Jae'sean “Thick as shit” Tate
  **Rockets @ Trail Blazers**  [](/HOU) **129 -  140** [](/POR)  **Box Scores: [NBA](http://www.nba.com/games/20210510/HOUPOR#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/houston-rockets-portland-trail-blazers-2021051022)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |Houston Rockets|33|30|37|29|129| |Portland Trail Blazers|50|29|32|29|140|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |Houston Rockets|129|42-85|49.4%|18-38|47.4%|27-28|96.4%|7|44|30|26|5|13|2| |Portland Trail Blazers|140|47-92|51.1%|18-40|45.0%|28-35|80.0%|12|47|30|18|7|9|4|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |Houston Rockets|**21** Kelly Olynyk|**9** Kenyon Martin Jr.|**8** Jae'Sean Tate| |Portland Trail Blazers|**34** Damian Lillard|**10** Enes Kanter|**7** CJ McCollum|
"Good game. Looks like some of those g-league players at least have some dog to them, and might be worth a look later.  Jae'Sean Tate has been surprising me all year.  Still, fuck Kelly Olynyk. All my homies hate Kelly Olynyk."
your boys mos def did not lie down &amp; make it easy. jae'sean tate is a stud in the making.
1. Anthony Edwards  2. LaMelo Ball  3. Tyrese Haliburton  4. Facundo Campazzo  5. Saddiq Bey  6. Immanuel Quickley  7. Jae'Sean Tate  8. Patrick Williams  9. Cole Anthony  10. Desmond Bane
  **Rockets @ Jazz**  [](/HOU) **116 -  124** [](/UTA)  **Box Scores: [NBA](http://www.nba.com/games/20210508/HOUUTA#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/houston-rockets-utah-jazz-2021050826)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |Houston Rockets|32|28|23|33|116| |Utah Jazz|32|34|30|28|124|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |Houston Rockets|116|43-98|43.9%|18-51|35.3%|12-17|70.6%|9|40|25|15|11|8|3| |Utah Jazz|124|45-85|52.9%|15-38|39.5%|19-21|90.5%|7|49|28|13|7|17|4|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |Houston Rockets|**27** Kenyon Martin Jr.|**10** Kenyon Martin Jr.|**10** Jae'Sean Tate| |Utah Jazz|**24** Georges Niang|**14** Rudy Gobert|**7** Joe Ingles|
"lol I have unfortunately watched the whole ass game and im mystified why hes playing so passive... the Rockets tallest player is 6'6'' and we are currently running an 8 man roster of Anthony Lamb, Jeffries, KJ Martin, House, Khyri Thomas, Jae'Sean Tate, and Armoni Brooks. Y'all should be up 30 and Gobert should easily have a 20/20 game..."
Jae'sean Tate has been giving us solid minutes and is grading out as one of the top 3 players from this draft.
"Why can't he take credit for KPJ? He's improved from last year, particularly as a playmaker. Sterling Brown is having a career year. Jae'sean Tate and Kenyon Martin have shown promise. Christian Wood has made the leap to full time starter. Only player that has flopped is Daniel House."
"This year, with all the covid issues and lack of a preseason, I think if a rookie flashes, it's really showing something. That's how someone like Jae'Sean Tate, who has been playing pro ball overseas for a long time and came in prepared, can have a better rookie year than a lot of guys with a lot more potential, because he didn't need summer league or practice to get acclimated.   I'm sure there are a lot of rookies who have had years similar to Nesmith. He struggled to get minutes early, and when he did looked totally lost. The one thing he thought he could lean on, his three point shooting, wasn't clicking and that probably caused a lot of confidence issues.   After settling in, though, and this is probably an overreaction to the past week or two, he looks like he's gonna be a really solid player. He's showing a more diversified offensive game and pairing that with heady defense and athleticism. Seems like a great three and d guy with the ability to be a tertiary playmaker. Too early to say whether he has more potential than that, like all star potential, but he looks like he could someday be a starter on a championship team and that's exciting.   I think rookies need a lot more slack this year, and some young guys may really surprise us in the playoffs because they haven't had the time or stability to show us stuff rookies normally can in a full year."
"John Wall, KPJ, Jae'Sean Tate, Kelly Olynyk, Christian Wood  *Could become* a good starting 5."
And JAE'SEAN TATE
"i swear i'm not just saying this because i like jae'sean tate but it's anthony edwards for me  before i get pushback let me make it clear that he's very good for a rookie! he is! but i still think people are actively overrating him based on stuff like The Dunk and his other highlight dunks etc. when honestly every time i watch him (which is more frequent than you might expect, cause i love the t-wolves announcers) i just don't understand how people so heavily overrate the player he is *right now* (not who he might become, which is a very scary player and all-time freak athlete) with his horrific efficiency. As he is rn it's the definition of empty stats. :/"
"Jae'Sean Tate, undrafted to a potential rookie of the year finalist"
Jae'Sean Tate.  Undrafted to first team all-rookie.
I kinda like it though. you'd think someone else would've accumulated the stats at some point besides just LeBron playing like 38 mpg and Jae'Sean Tate lmao
"Honestly think ROY should be Jae'sean Tate. LaMelo has missed a ton of games, Wiseman/Edwards as you alluded to are having rough seasons.   Tate has a positive net rating on the worst team in the NBA. He's played every game this year. Good TS% and advanced stats love him. Only knock is he isn't a first option. But with all the first options sans LaMelo not doing great I think Tate should be getting more love."
ROTY favorite is Jae'Sean Tate though.
"&gt;Dont need inneficient high usage LeVert taking KPJ’s shots  Levert FG percentage: 43.3%, Levert True shooting: 52.24%  Porter Jr. FG percentage: 41.4%, Porter Jr. True shooting: 50.16%  &gt;besides, he doesnt fit our timeline  Levert is 26. How long are the Rockets planning to be bad for? Christian Wood and Jae'sean Tate are 25 btw. Do 30 year olds Olynyk and Bradley on expiring contracts fit the Rockets' timeline? You're in denial lol."
  **Nuggets @ Rockets**  [](/DEN) **128 -  99** [](/HOU)  **Box Scores: [NBA](http://www.nba.com/games/20210416/DENHOU#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/denver-nuggets-houston-rockets-2021041610)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |Denver Nuggets|35|34|31|28|128| |Houston Rockets|28|21|30|20|99|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |Denver Nuggets|128|46-94|48.9%|9-31|29.0%|27-31|87.1%|18|54|22|15|11|9|3| |Houston Rockets|99|38-86|44.2%|11-35|31.4%|12-18|66.7%|8|35|23|19|7|14|3|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |Denver Nuggets|**29** Nikola Jokic|**16** Nikola Jokic|**7** Nikola Jokic| |Houston Rockets|**23** Kelly Olynyk|**7** Kenyon Martin Jr.|**5** Jae'Sean Tate|
"I think it's technically considered a rookie contract (same goes for guys like Jae'Sean Tate), but either way it's a bargain"
"In the short term I think so. He plays with a chip on his shoulder and has stated before that he wants to prove he's worth a max contract at the end of this contract, this team gives him a great opportunity for that because he will be very key in the offense. I'm not sure he will get the same opportunity to be quite as involved on a competing team. I don't know that his primary goal is winning a championship right now as much as proving himself as a player. One more season of development/tanking I don't think will bother him. He'll also be just about to turn 28 at the end of his contract which is a perfect timeline for him to earn a max if he's ever going to.   But that third and final season of his contract could be key, the 22-23 season. If we don't start showing signs by then of at least being on track to become a playoff team then I wouldn't be surprised at him leaving to go elsewhere at the end of his contract. And really at that point if he's indicating that, we should consider trading him because his bird rights will be very valuable to a competing team, not to mention the potential playoff boost he'd give for that season without having to match much salary to get him. My hope as a Rockets fan is that we are looking good at that point between the hopefully top 4 rookie we draft this year and our young guys developing.  The 22-23 season is going to be huge for us in general. Wood, Kevin Porter Jr, and Jae'Sean Tate will all be up and they are right now basically our future core. We'll also have a ton of cap room because John Wall will be finally off the books and Eric Gordon's contract goes unguaranteed so we could cut him if we wanted."
"It's mostly the people defending the NBA/Lebron for no consequences who are using the term ""suspension"" than people who believe Lebron should be in health and safety protocols for ~5 days. I believe people are doing this to obfuscate the normal actions by the NBA for similar situations.   If the NBA is consistent, Lebron would only be in protocols for 5 days, miss only Sunday's game, and be fine for the rest of the series. Most NBA teams and players have had to deal with stricter protocols with less risk throughout the season.   The NBA accepted the Lakers' and Lebron's explanation that everyone was vaccinated and tested despite not conducting an investigation like they have with other players where there were public accusations of violating protocols. The NBA actually stated Lebron violated the protocols.   You have had many players, to include stars, who have had to miss playing time and time with the team to practice and conduct workouts due to health and safety protocols. These include players with previous covid infections and those vaccinated. Even vaccinated players still have to get tested prior to games, they only suspended testing between games for vaccinated players. That's how you get some random one day health and safety protocols due to a false positive from a rapid test for KPJ's teammate Jae'sean Tate.   A lot of teams, both playoff and lottery teams as well as stars and non-names have had to deal with rather strict protocols. These include restrictions on sponsorships and promotions that were only recently lifted for those vaccinated. Lebron violates the protocols, NBA acknowledges the violations, NBA does not conduct an investigation like they have on other players, and waive the normal requirement of 5 days health and safety protocols with 3 negative tests like they have with other NBA players to include ones that have already been infected with covid prior.   Every case is unique, but there is no unique case where the NBA completely waived their standards for public violations."
"When you cherrypick 40 games of an 11 season career to validate a point made a decade ago. And then it's not valid.  Whose growth has he inhibited in Houston? Breakout player Christian Wood? Future all-rookie Jae'Sean Tate? Oh, probably Kenyon Martin Jr, who scores 77% of his buckets off assists."
"Ironic, Jae'Sean Tate leads the Rockets in total minutes played and is an undrafted rookie.   Both are played at such high minutes for ~~tanking~~ player development purposes."
Congrats also to Jae'Sean Tate who might be the first undrafted rookie in the modern NBA to lead his team in total minutes in his first season (by a looong mile).
"There is absolutely no way I am taking RJ Hampton over Deni Avdija. Deni is the youngest player in the class and has been utilized in a really poor way by Brooks. Isaiah Stewart should also be above Hampton, he's been excellent this season.  Definitely would take Quickley over Okoro/Poku. He's shown way too much as a contributor on a playoff team already. Also probably a couple guys to take over Nwora including Jae'Sean Tate and Saben Lee"
It's hard to reach 72 games this season. Jae'Sean Tate only missed it because of a false positive though.
Like who?   Just saw your flair and was reminded of Jae'sean Tate. Who I would definitely put above Joe at least.  Who else am I missing?
"It should matter if it's close, like honestly it wasn't close between Brogdon and Embiid that one year.  I'm also more or less okay if ""best rookie"" isn't most valuable rookie, because it's hard for a rookie to be valuable as a primary guy, like you can argue that guys like Jae'Sean Tate are more valuable than high usage guys but I wouldn't want him to be rookie of the year over future stars.  With that being said, being a total negative player for half a season should matter a lot IMO (Ant) but it won't I guess because like 6MOY, ROY is a ""ppg"" award"
"**ALL-NBA**  *FIRST TEAM*  G: Stephen Curry, Damian Lillard  F: Luka Doncic, Giannis Antetokounmpo  C: Nikola Jokic  *SECOND TEAM*  G: Chris Paul, Jimmy Butler  F: LeBron James, Kawhi Leonard  C: Joel Embiid  *THIRD TEAM*  G: Kyrie Irving, Bradley Beal  F: Julius Randle, Paul George  C: Rudy Gobert  ----  **ALL-DEFENSE**  *FIRST TEAM*  G: Ben Simmons, Jimmy Butler  F: Draymond Green, Giannis Antetokounmpo  C: Rudy Gobert  *SECOND TEAM*  G: Marcus Smart, Jrue Holiday  F: Matisse Thybulle, Bam Adebayo  C: Joel Embiid  ----  **ALL-ROOKIE**  *FIRST TEAM*  LaMelo Ball, Tyrese Haliburton, Anthony Edwards, Desmond Bane, Immanuel Quickley  *SECOND TEAM*  Jae'Sean Tate, Isaiah Stewart, Saddiq Bey, Payton Pritchard, Facundo Campazzo"
