"Jose Alvarado if you want a super high motor, great defensive guard, but he's undersized and probably not too great of a scorer at the NBA level so will probably be mid to late 2nd"
Jose Alvarado is so damn pesky on defense. I love it.
in the comping game everyone comps you to someone of your race.  its even common to comp people to their skin color if they are a light skin black. i saw someone comp jose Alvarado to jose juan barea which ok you comp the one Hispanic American to the one Hispanic American guard in the NBA the last 20 years.     so i was just acknowledging the history of making comps to ones own race.
  **Pelicans @ Jazz**  [](/NOP) **105 -  127** [](/UTA)  **Box Scores: [NBA](http://www.nba.com/games/20211127/NOPUTA#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/new-orleans-pelicans-utah-jazz-2021112726)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |New Orleans Pelicans|23|22|22|38|105| |Utah Jazz|37|27|32|31|127|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |New Orleans Pelicans|105|40-93|43.0%|8-35|22.9%|17-21|81.0%|14|45|27|20|8|13|3| |Utah Jazz|127|45-80|56.2%|20-35|57.1%|17-22|77.3%|7|41|24|25|9|18|4|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |New Orleans Pelicans|**15** Jaxson Hayes|**12** Jonas Valanciunas|**5** Jose Alvarado| |Utah Jazz|**21** Donovan Mitchell|**8** Rudy Gobert|**7** Donovan Mitchell|
