  **Grizzlies @ Pacers**  [](/MEM) **116 -  134** [](/IND)  **Box Scores: [NBA](http://www.nba.com/games/20210202/MEMIND#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/memphis-grizzlies-indiana-pacers-2021020211)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |Memphis Grizzlies|27|23|35|31|116| |Indiana Pacers|37|34|33|30|134|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |Memphis Grizzlies|116|42-93|45.2%|9-25|36.0%|23-24|95.8%|10|36|27|22|11|16|7| |Indiana Pacers|134|49-82|59.8%|16-29|55.2%|20-29|69.0%|9|42|30|19|8|18|8|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |Memphis Grizzlies|**25** Dillon Brooks|**6** Gorgui Dieng|**6** De'Anthony Melton| |Indiana Pacers|**32** Domantas Sabonis|**13** Domantas Sabonis|**7** Malcolm Brogdon|
Make it Tatum and we’ll even throw in NBA three point shooting leader Gorgui Dieng
"I was looking for our last one and was shocked to find that Ben McLemore won it in November 2013. Then I saw that the other Western Conference winners for that season were Trey Burke (3x), Nick Calathes, and Gorgui Dieng and that kind of explains things.  Prior to that was Tyreke Evans (2x) in 2009. Boogie didn't win any the next year because Blake Griffin swept all the months. And that's it for Sacramento Kings winners."
"He even hit one as a trailer on the wing while still moving last night. The second I saw him slow down I knew he was gonna hit it, which isn’t something I thought I was going to be saying about Gorgui Dieng before this season."
  **Grizzlies @ Spurs**  [](/MEM) **133 -  102** [](/SAS)  **Box Scores: [NBA](http://www.nba.com/games/20210201/MEMSAS#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/memphis-grizzlies-san-antonio-spurs-2021020124)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |Memphis Grizzlies|33|36|27|37|133| |San Antonio Spurs|31|22|30|19|102|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |Memphis Grizzlies|133|52-93|55.9%|15-30|50.0%|14-18|77.8%|10|53|37|16|11|9|11| |San Antonio Spurs|102|37-89|41.6%|13-37|35.1%|15-22|68.2%|10|42|28|13|8|14|7|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |Memphis Grizzlies|**19** Gorgui Dieng|**9** Xavier Tillman|**14** Tyus Jones| |San Antonio Spurs|**25** Keldon Johnson|**10** Keldon Johnson|**6** DeMar DeRozan|
Gorgui Dieng
"Beasley can be in the list but he isn't the winner. i think everyone knew he could score pretty efficiently, it was more a matter of usage rate. he didn't get on the court enough with the nuggets and he was hurt  other times. grant always looked good against my team, but I thought he was like gorgui dieng, a role player that turns into a star whenever I see him. lol Jerami has to be tied with wood as the leaders. that said wood was a beast any time he played at all going back to the pelicans so even he is less surprising to me than Jerami grant honestly."
"Gorgui Dieng has been pretty excellent whenever JV hasn’t been able to play and is on an expiring. Wouldn’t be surprised if any of the competing teams lacking front court depth at least inquire on his availability  JV himself could get traded too, but Dieng seems like almost a given to be on the move"
"You’re right it took some more moving but after some time consuming math I’ve figured out an easily completed plan.  They were $3.5m over the cap entering FA with 9 roster spots filled. Teague and Gorgui Dieng were on expirings with $19m and $16.2m respectively. The Timberwolves just needed to trade Teague and waive and stretch Dieng for a season. This clears $27.1m. Then trading Covington into a team’s cap space clears an additional $11.3m.  This leaves the Wolves with $34.9m in cap space and 6 roster spots filled. Due to CBA rules, each empty roster spot below 14 spots takes up a rookie minimum salary as a place holder. In 2019-20, that figure was $898k which means the Wolves would have had $28.6m to sign D-Lo with. The max contract he could demand was for $27.3m which means the Wolves could sign him and have $1.3m to spare."
  **Grizzlies @ Spurs**  [](/MEM) **129 -  112** [](/SAS)  **Box Scores: [NBA](http://www.nba.com/games/20210130/MEMSAS#/boxscore) &amp; [Yahoo](http://sports.yahoo.com/nba/memphis-grizzlies-san-antonio-spurs-2021013024)**  |**Team**|**Q1**|**Q2**|**Q3**|**Q4**|**Total**| |:---|:--|:--|:--|:--|:--| |Memphis Grizzlies|35|29|36|29|129| |San Antonio Spurs|27|29|34|22|112|  **TEAM STATS**  |**Team**|**PTS**|**FG**|**FG%**|**3P**|**3P%**|**FT**|**FT%**|**OREB**|**TREB**|**AST**|**PF**|**STL**|**TO**|**BLK**| |:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--|:--| |Memphis Grizzlies|129|51-91|56.0%|17-35|48.6%|10-15|66.7%|10|45|34|23|7|14|7| |San Antonio Spurs|112|39-83|47.0%|13-29|44.8%|21-26|80.8%|8|38|25|16|7|13|5|  **TEAM LEADERS**  |**Team**|**Points**|**Rebounds**|**Assists**| |:--|:--|:--|:--| |Memphis Grizzlies|**20** De'Anthony Melton|**7** Gorgui Dieng|**11** Ja Morant| |San Antonio Spurs|**18** Derrick White|**6** Jakob Poeltl|**7** Dejounte Murray|
"Thibs decided to pick Justin Patton with the 16th overall pick over John Collins and OG Anunoby when the Wolves already had KAT and Gorgui Dieng (who was being paid $16 million a year, a contract he also handed out) at center."
"What contracts are you using to match salary? I was trying to find a way for Memphis to send Gorgui Dieng to the Raptors, and it takes like 3-5 dudes to match salaries. Drummond makes like 11 million more than Dieng, I don't even know if a deal is feasible."
