"Yep, played with Xavier Sneed. Remember he wasn't available for the tournament in 2019"
"I mean limited is putting it generously he played part of one half in the Kentucky game and that's it. Shoutout to Barry Brown, Xavier Sneed, and Kam Stokes for carrying that run"
Tre Jones had SEVEN TURNOVERS my god  Still a great statline but damn I gotta include that  who tf is xavier sneed
